itemid,title,genres,rating,region
1691,Grand Nile Tower,Hotel|moderate-price|Pool|Trendy|Nile,4.5,Cairo
1692,Novotil el matar cairo,Hotel|moderate-price|Pool|Trendy,4,Cairo
1693,Barcelo Cairo pyramid hotel,Hotel|high-price|Pool|Luxury|Pets,4,Cairo
1694,kazablanka alex,Hotel|moderate-price|Pool|Pets,3.5,Alexandria
1695,Cleopatra hotel cairo,Hotel|moderate-price,3,Cairo
1696,Royal pyramids inn,Hotel|moderate-price|Luxury,4,Cairo
1697,City max hotel Aswan,Hotel|high-price|Luxury|Pool,5,Aswan
1698,Feyala hotel,Hotel|moderate-price|Luxury|Family|Pool,4.5,Aswan
1699,Marhaban palace,Hotel|moderate-price|Family,3,Aswan
1700,New Grand Hotel,Hotel|low-price|Pool|Pets,3,Luxor
1701,Partner Tutotoel,Hotel|low-price,3,Luxor
1702,Saint Mina Hotel,Hotel|low-price,3,Luxor
1703,Tutotel Hotel,Hotel|low-price|Pool,2.5,Luxor
1704,Orient Star Hotel,Hotel|low-price,3,Luxor
1705,Achti Resort,Hotel|low-price,5,Luxor
1706,Akhnaton,Hotel|low-price,3,Luxor
1707,Amer House,Hotel|low-price,3,Luxor
1708,Club Mediterranee Bella Donna,Hotel|low-price,3,Luxor
1709,Grand Memphis hotel,Hotel|low-price,3.5,Luxor
1710,Mostafa Hotel,Hotel|low-price,4,Luxor
1711,Nubian House,Hotel|low-price,4,Luxor
1712,Stella Di Mare Beach Hotel & Spa,Hotel|moderate-price,5,Sharm
1713,Concorde El Salam Front Hotel,Hotel|moderate-price|Historic,4.5,Sharm
1714,Renaissance Sharm El Sheikh Golden View Beach Resort,Hotel|moderate-price,4.5,Sharm
1715,Xperience St. George Homestay,Hotel|moderate-price,4.5,Sharm
1716,Parrotel Beach Resort,Hotel|moderate-price,4.5,Sharm
1717,Baron Palms Resort Sharm El Sheikh,Hotel|moderate-price,4.5,Sharm
1718,Sharm El Sheikh Marriott Resort,Hotel|moderate-price,4,Sharm
1719,SUNRISE Arabian Beach Resort -Grand Select-,Hotel|high-price|Family|Pool,4.5,Sharm
1720,Cleopatra Luxury Resort Sharm El Sheikh,Hotel|moderate-price,4.5,Sharm
1721,Baron Resort Sharm El Sheikh,Hotel|high-price,4.5,Sharm
1722,Barcelo Tiran Sharm,Hotel|moderate-price,4.5,Sharm
1723,SUNRISE Montemare Resort -Grand Select- (Adults Only),Hotel|moderate-price|Pool,4.5,Sharm
1724,Hilton Sharks Bay Resort,Hotel|moderate-price|Pool,4.5,Sharm
1725,Naama Blue Hotel,Hotel|low-price|Pool,4.5,Sharm
1726,Rixos Sharm El Sheikh,Hotel|high-price|Pool,4.5,Sharm
1727,Grand Rotana Resort & Spa,Hotel|high-price|Pool,4.5,Sharm
1728,Aurora Oriental Resort Sharm El Sheikh,Hotel|moderate-price,4.5,Sharm
1729,Il Mercato Hotel & Spa,Hotel|moderate-price,4.5,Sharm
1730,Falcon Naama Star,Hotel|low-price|Pool,4,Sharm
1731,Coral Sea Waterworld Resort,Hotel|moderate-price|Pool,4.5,Sharm
1732,Xperience Kiroseiz Parkland,Hotel|moderate-price,4.5,Sharm
1733,Stella Di Mare Beach Hotel & Spa,Hotel|moderate-price|Pool,5,Sharm
1734,Concorde El Salam Front Hotel,Hotel|moderate-price|Historic|Pool,4.5,Sharm
1735,Renaissance Sharm El Sheikh Golden View Beach Resort,Hotel|moderate-price|Pool,4.5,Sharm
1736,Xperience St. George Homestay,Hotel|moderate-price|Pool,4.5,Sharm
1737,Parrotel Beach Resort,Hotel|moderate-price,4.5,Sharm
1738,Barcelo Tiran Sharm,Hotel|moderate-price|Pool,4.5,Sharm
1739,SUNRISE Montemare Resort -Grand Select- (Adults Only),Hotel|moderate-price|Pool,4.5,Sharm
1740,Hilton Sharks Bay Resort,Hotel|moderate-price|Pool,4.5,Sharm
1741,Naama Blue Hotel,Hotel|low-price,4.5,Sharm
1742,Savoy Sharm El Sheikh,Hotel|high-price,4.5,Sharm
1743,Movenpick Resort Sharm El Sheikh Naama Bay,Hotel|high-price,4.5,Sharm
1744,Rixos Premium Seagate,Hotel|high-price,5,Sharm
1745,Grand Rotana Resort & Spa,Hotel|high-price|Pool,4.5,Sharm
1746,Aurora Oriental Resort Sharm El Sheikh,Hotel|moderate-price,4.5,Sharm
1747,Il Mercato Hotel & Spa,Hotel|moderate-price,4.5,Sharm
1748,Coral Sea Waterworld Resort,Hotel|moderate-price,4.5,Sharm
1749,Xperience Kiroseiz Parkland,Hotel|moderate-price,4.5,Sharm
1750,Regency Plaza Aqua Park & Spa Resort,Hotel|moderate-price|Pool,4,Sharm
1751,Sharm Grand Plaza,Hotel|moderate-price|Family|Pool,4,Sharm
1752,Parrotel Aqua Park,Hotel|moderate-price|Pool,4,Sharm
1753,Jaz Belvedere,Hotel|moderate-price|Pool,4.5,Sharm
1754,Island View Resort,Hotel|moderate-price|Family|Pool,4.5,Sharm
1755,Domina Hotel & Resort Harem,Hotel|moderate-price|Pool,4.5,Sharm
1756,Rehana Sharm Resort - Aquapark & Spa,Hotel|moderate-price|Pool,4,Sharm
1757,Coral Beach Resort Tiran,Hotel|moderate-price|Pool,4,Sharm
1758,Tamra Beach,Hotel|moderate-price|Pool,4.5,Sharm
1759,Jaz Fanara Resort,Hotel|moderate-price|Pool,4.5,Sharm
1760,Gafy Resort,Hotel|moderate-price|Family|Pool,4,Sharm
1761,Camel Dive Club & Hotel,Hotel|moderate-price|Pool,4.5,Sharm
1762,Domina Elisir Thalasso & Spa,Hotel|high-price|Pool,4.5,Sharm
1763,Le Royale Luxury Collection Resort Sharm EI Sheikh,Hotel|moderate-price|Luxury|Pool,4.5,Sharm
1764,Rehana Royal Beach Resort - Aquapark & Spa,Hotel|moderate-price|Pool,4.5,Sharm
1765,Amwaj Oyoun Hotel & Resort,Hotel|moderate-price|Family|Pool,4,Sharm
1766,Maritim Jolie Ville Resort & Casino Sharm El-Sheikh,Hotel|moderate-price|Family|Pool,4,Sharm
1767,Sharm Dreams Resort,Hotel|moderate-price|Family|Pool,4,Sharm
1768,Coral Beach Resort Montazah,Hotel|moderate-price|Family|Pool,3.5,Sharm
1769,Domina Coral Bay Prestige Hotel,Hotel|moderate-price|Pool,4.5,Sharm
1770,Tropitel Naama Bay,Hotel|moderate-price|Pool,4,Sharm
1771,Delta Sharm Resort,Hotel|low-price,3.5,Sharm
1772,Kahramana Hotel,Hotel|high-price|Pool,3.5,Sharm
1773,Sharm Holiday Resort Hotel,Hotel|moderate-price|Family|Pool,3.5,Sharm
1774,Viva Sharm Hotel,Hotel|low-price|Family|Pool,3.5,Sharm
1775,Aida 2 Hotel Naama Bay,Hotel|low-price|Family|Pool,4,Sharm
1776,Amar Sina Village,Hotel|low-price|Pool,3.5,Sharm
1777,Tivoli Hotel,Hotel|low-price|Pool,3.5,Sharm
1778,Shark's Bay Oasis Hotel,Hotel|moderate-price|Family|Pool,3.5,Sharm
1779,Laguna Vista Beach Resort,Hotel|moderate-price|Pool,4,Sharm
1780,Turquoise Beach Hotel,Hotel|moderate-price|Pool,3.5,Sharm
1781,El Hayat Sharm Resort,Hotel|moderate-price|Pool|BabySitting,3.5,Sharm
1782,Naama Inn,Hotel|low-price|Family|Pool,4,Sharm
1783,Sinai Old Spices,Hotel|low-price|Pets,4.5,Sharm
1784,Verginia Sharm Resort,Hotel|low-price|Pool,3.5,Sharm
1785,Eden Rock Hotel,Hotel|low-price|Pool,3.5,Sharm
1786,Royal Holiday Beach Resort & Casino Sharm El Sheikh,Hotel|moderate-price|Pool,4,Sharm
1787,Dreams Vacation Resort,Hotel|moderate-price|Pool,4,Sharm
1788,Domina Coral Bay Oasis,Hotel|moderate-price|Pool,4,Sharm
1789,Cyrene Island Hotel,Hotel|moderate-price|Family,4,Sharm
1790,Oriental Rivoli Hotel & SPA,Hotel|moderate-price|Pool,4,Sharm
1791,Mexicana Sharm Resort,Hotel|moderate-price|Pool,3.5,Sharm
1792,ROYAL Monte Carlo Sharm Villas & Suites,Hotel|high-price|Pool,5,Sharm
1793,Royal Naama Bay resort,Hotel|low-price|Family|Pool,3.5,Sharm
1794,Melton Beach Resort,Hotel|moderate-price|Pool,3,Sharm
1795,Kanabesh Hotel Naama Bay,Hotel|moderate-price|Pool,3,Sharm
1796,Logaina Sharm Resort,Hotel|low-price|Pool,3,Sharm
1797,Aqua Hotel Resort & Spa,Hotel|low-price|Family|Pool,3,Sharm
1798,Le Mirage New Tiran,Hotel|moderate-price|Pool,3,Sharm
1799,Helnan Marina Sharm,Hotel|moderate-price|Pool,4,Sharm
1800,Paradise Inn Group for Hotels & Resorts,Hotel|moderate-price|Pool,3,Sharm
1801,Jaz Mirabel Park,Hotel|high-price|Pool,4.5,Sharm
1802,Jaz Mirabel Club,Hotel|moderate-price|Trendy|Pool,4.5,Sharm
1803,Sunshine Divers Club - Sharks Bay,Hotel|moderate-price,5,Sharm
1804,Ghazala Gardens Hotel,Hotel|moderate-price|Family|Pool,4,Sharm
1805,Villaggio Bravo Sharm,Hotel|moderate-price|Trendy|Pool,4,Sharm
1806,Aurora Sharm Resort,Hotel|moderate-price|Trendy|Pool,4,Sharm
1807,Ghazala Beach Hotel,Hotel|moderate-price|Pool,4,Sharm
1808,Sonesta Club Sharm El Sheikh,Hotel|moderate-price|Pool,4,Sharm
1809,Melia Sinai,Hotel|moderate-price|Pool,4,Sharm
1810,Palmyra Resort,Hotel|moderate-price|Family|Pool,4,Sharm
1811,Dessole Seti Sharm Resort,Hotel|moderate-price|Family|Pool,4,Sharm
1812,Sea Club Royal Nubian Island,Hotel|high-price|Pool,4,Sharm
1813,Continental Garden Reef Resort,Hotel|moderate-price|Pool,3.5,Sharm
1814,Dessole Nesco Joyous,Hotel|moderate-price|Pool,4,Sharm
1322,green land,Restauran|Mediterranean,4,Cairo
1333,english restaurant,Restauran|American,3.5,Sharm
1815,4-Day 3-Night Nile Cruise from Aswan to Luxor,trip|high-price|long|cruise,4,Aswan
1816,"8-Hour Private Tour of the Pyramids, Sphinx, Egyptian Museum and Bazaar including Camel Ride and Lunch from Cairo",trip|low-price|short|ancientEgypt,3.5,Cairo
1817,Private Tour: 8 Days 7 Nights Pyramids and Nile Cruise by Air from Cairo,trip|high-price|long|cruise|ancientEgypt,4.5,Cairo
1818,4-Day 3-Night Nile Cruise from Aswan to Luxor - Private Tour,trip|high-price|longcruise|ancientEgypt,4,Luxor
1819,Day trip to Cairo by Bus,trip|moderate-price|fullday|ancientEgypt,3,Cairo
1820,"8-Day Best of Egypt Tour: Cairo, Nile Cruise, Abu Simbel",trip|high-price|long|cruise|ancientEgypt,3.5,Luxor
1821,"Private 7-Night Cairo, Aswan, and Nile Cruise with Flights",trip|high-price|long|cruise|ancientEgypt,3,Aswan
1822,"Private Tour: Giza Pyramids, Sphinx, Memphis, Sakkara",trip|moderate-price|short|cruise|ancientEgypt,3.5,Cairo
1823,"4-Day, 3-Night Nile cruise from Aswan",trip|high-price|long|cruise,3,Aswan
1824,Private Tour: Abu Simbel Flight and Tour from Aswan,trip|high-price|short|ancientEgypt,3,Aswan
1825,"2-Day Private Guided Tour to Giza, Saqqara, Dahshur and Cairo including Camel Ride, Felucca Sailing, Dinner Cruise and Sound and Light Show",trip|moderate-price|long|safari|ancientEgypt,4.5,Cairo
1826,Full-Day Guided Private Tour to Pyramids of Giza Dahshur Sakkara and Memphis,trip|low-price|short|ancientEgypt,3.5,Cairo
1827,NILE CRUISE LUXOR ASWAN 5 DAYS,trip|high-price|long|cruise|ancientEgypt,3,Luxor
1828,Full-Day Luxor Tour from Cairo by Plane,trip|high-price|short|ancientEgypt,2.5,Cairo
1829,2-Day Ancient Egypt and Old Cairo Highlights Tour,trip|moderate-price|long|ancientEgypt,3,Cairo
1830,"Full-Day Tour from Cairo: Giza Pyramids, Sphinx, Memphis, and Saqqara",trip|moderate-price|fullday|ancientEgypt,3.5,Cairo
1831,10-Day Ancient Egypt Tour with Nile Cruise,trip|high-price|long|cruise|ancientEgypt,4,Cairo
1832,Egypt 9 Days- Cairo Pyramids and Nile Cruise from Luxor to Aswan and Abu Simbel,trip|high-price|long|cruise|ancientEgypt,4.5,Luxor
1833,4 days in Cairo Giza Luxor and Alexandria,trip|high-price|long|cruise|sea|safari|ancientEgypt,3.5,Cairo
1834,"Dinner Cruise on the Nile River with Buffet, Cultural Show and Private Transfer in Cairo",trip|low-price|short|cruise,3,Cairo
1835,Private Guided Full-Day Tour to Alexandria from Cairo,trip|low-price|short|sea,4,Cairo
1836,2 days 1 night Luxor and Aswan and abu simple by Round flight from Cairo,trip|high-price|long|ancientEgypt,3,Cairo
1837,Best 2 Days 1 Night Travel Package to Aswan & Luxor from Cairo by Flights,trip|high-price|long|ancientEgypt|cruise,3.5,Cairo
1838,"4-Day Tour: Cairo, Luxor, Alexandria, Sound and Light Show, Dinner cruise",trip|high-price|long|ancientEgypt|cruise|sea|safari,3,Cairo
1839,Cairo Airport Private Arrival Transfer,trip|low-price|short|ride,2.5,Dahab
1840,Private Guided Day trip to Luxor from Cairo by Plane,trip|high-price|short|ancientEgypt,3,Cairo
1841,4-Day Nile River Cruise from Aswan to Luxor with Optional Private Guide,trip|high-price|long|ancientEgypt|cruise,3,Aswan
1842,Day trip to Luxor from Hurghada with Hotel Pickup and Lunch,trip|moderate-price|short|cruise|ancientEgypt,3.5,Hurghada
1843,"tripHot Air Balloon Ride in Luxor, Egypt - VIP",trip|moderate-price|short|ride|parsailing,4,Luxor
1844,Lake Nasser Fishing Safari trip with Lunch Included,trip|high-price|short|safari|ride,3.5,Cairo
1845,Private Guided Night Tour of Cairo,trip|low-price|short|cruise,4,Cairo
1846,Book 2 days 1 night Luxor and Aswan and Abu Simble by round flight from Cairo,trip|high-price|long|ancientEgypt,3.5,Cairo
1847,Egypt 8 Days 7 Nights Cairo with Nile cruise from Aswan to Luxor With flight,trip|high-price|long|ancientEgypt|cruise,3,Aswan
1848,"3-Day, 2-Night Private Desert Safari Tour to Baharya Oasis from Cairo",trip|moderate-price|long|safari|ride,3.5,Cairo
1849,"Group tour 9-Day Nile Jewel, Nile Cruise & Hurghada Red Sea",trip|high-price|long|sea|cruise|snorkling|diving,3,Hurghada
1850,"Private Tour: Luxor West Bank, Valley of the Kings and Hatshepsut Temple",trip|moderate-price|short|ancientEgypt,3,Luxor
1851,Private Day Tour to Abu Simbel Temples from Aswan,trip|moderate-price|short|ancientEgypt,4.5,Aswan
1852,"Private Tour: Luxor East Bank, Karnak and Luxor Temples",trip|moderate-price|short|ancientEgypt,4,Luxor
1853,"Full-Day Luxor Tour: Valley of the Kings, Temple of Hatshepsut, Karnak Temple",trip|moderate-price|fullday|ancientEgypt,3.5,Luxor
1854,Half Day Tour to Giza Pyramids with Camel Ride,trip|low-price|short|ancientEgypt|safari,4,Cairo
1855,"Private Tour: Egyptian Museum, Alabaster Mosque, Khan el-Khalili",trip|moderate-price|short|ancientEgypt,3.5,Cairo
1856,Private Full-Day Tour: Alexandria Historical Sites from Cairo,trip|moderate-price|short|sea,3,Alexandria
1857,3-Day Tour around Cairo and to Alexandria from Cairo,trip|moderate-price|long|sea,3,Cairo
1858,Day Tour to Cairo from Hurghada By Bus,trip|moderate-price|short|ancientEgypt,3.5,Hurghada
1859,Private Full Day Tour to Cairo From Hurghada,trip|moderate-price|short|ancientEgypt|safari,4,Hurghada
1860,Tour to Abu Simbel Temples from Aswan,trip|moderate-price|short|ancientEgypt,3.5,Aswan
1861,"Full-Day Tour to Giza Pyramids, Memphis, and Sakkara",trip|high-price|fullDay|ancientEgypt,3,Cairo
1862,"8-Night Israel, Jordan and Egypt Tour from Tel Aviv",trip|high-price|long|ancientEgypt|safari,2,Cairo
1863,5-Hour Quad Bike Safari in Hurghada,trip|low-price|short|safari|ride,3,Hurghada
1864,3-Day Private Bahariya Oasis Tour and Desert Safari from Cairo,trip|high-price|long|safari|ride,3.5,Cairo
1865,Private Half-Day trip to Giza Pyramids with Camel-Riding,trip|low-price|short|ride|safari|ancientEgypt,3,Cairo
1866,Alexandria Day Tour from Cairo,trip|moderate-price|short|sea,3.5,Cairo
1867,Morning Alexandria Day Tour from Cairo,trip|low-price|short|sea,3,Cairo
1868,"Private Guided Day trip to Dahshur, Memphis and Saqqara from Cairo",trip|low-price|short|ancientEgypt,3,Cairo
1869,Full Day Tour to East and West Banks of Luxor,trip|moderate-price|short|ancientEgypt,3.5,Luxor
1870,Abu Simbel Temples from Aswan by Flight,trip|high-price|short|ancientEgypt,3.5,Aswan
1871,Private Tour: Giza Pyramids and Sphinx,trip|low-price|short|ancientEgypt|safari,2.5,Cairo
1872,Half-Day Islamic Coptic Cairo,trip|low-price|short,3,Cairo
1873,Day trip to Luxor from Cairo by Plane including Lunch,trip|high-price|short|ancientEgypt|cruise,2.5,Cairo
1874,Private day tour to Alexandria From Cairo,trip|moderate-price|short|sea,3,Cairo
1875,Private Tour: St Catherine's Monastery and Moses' Mountain at Sunrise,trip|moderate-price|short|climb,4,Dahab
1876,3 Days Cairo and Alexandria Tour Package with Felucca Ride,trip|moderate-price|long|cruise|sea|ride,,Cairo
1877,Tour To Luxor From Hurghada By Bus,trip|low-price|short|ancientEgypt,3,Hurghada
1878,Luxor Day Tour From Cairo by Flight,trip|high-price|short|ancientEgypt|cruise,3,Cairo
1879,private Tour Giza Pyramids & Memphis & Saqqara & Camel ride From Cairo,trip|moderate-price|short|safari|ancientEgypt,4,Cairo
1880,sound and light show at Giza Pyramids with Dinner,trip|low-price|short|ancientEgypt,3.5,Cairo
1881,Day tour to Luxor from Cairo,trip|high-price|short|ancientEgypt,3,Cairo
1882,04 Nights Nile Cruise from Luxor to Aswan by flight from Cairo,trip|high-price|long|ancientEgypt|cruise,3.5,Cairo
1883,Best of Egypt 9-Day Tour From Cairo,trip|high-price|long|ancientEgypt|safari|snorkling|diving,3,Cairo
1884,Nile Dinner Cruise in Cairo with Belly Dancing and Hotel Transfer,trip|moderate-price|short|cruise,2.5,Cairo
1885,5-Day 5-Star Nile Cruise from Luxor to Aswan,trip|high-price|long|ancientEgypt|cruise,3,Luxor
1886,5-Day Luxury 5-Star Nile Cruise from Luxor to Aswan,trip|moderate-price|long|ancientEgypt|cruise,4,Luxor
1887,Giza Pyramids and Egyptian Museum with Dinner at Nile Cruise,trip|moderate-price|short|ancientEgypt|cruise,3,Cairo
1888,"Great Pyramids of Giza, Saqqara and Memphis Private Day Tour",trip|low-price|fullDay|ancientEgypt,2.5,Cairo
1889,Sailing Nile cruise from Luxor for 2 nights,trip|moderate-price|long|ancientEgypt|cruise,4,Luxor
1890,Private Day trip to Luxor Highlights from Safaga Port,trip|moderate-price|fullday|ancientEgypt,3,Sharm
1891,"3-Day Private Tour: Giza, Cairo, and Alexandria with Airport Transfers",trip|low-price|long|ancientEgypt|safari|sea|snorkling|diving,4,Alexandria
1892,Full day to Luxor by Round flight From Cairo to visit East and West Bank,trip|high-price|short|ancientEgypt,3,Cairo
1893,Overnight Snorkeling trip At Satayh Dolphin Reef From Marsa alam,trip|high-price|long|snorkling|diving,4.5,Marsa Alam
1894,Private Tour: Egyptian Museum,trip|moderate-price|short|ancientEgypt,3,Cairo
1895,Cairo Airport Private Departure Transfer,trip|low-price|short|ride,2.5,Cairo
1896,Sunrise Hot Air Balloon Tour from Luxor,trip|moderate-price|short|ride|parsailing,4,Luxor
1897,Guided Day Tour to Abu Simbel Temples from Aswan by Flight,trip|high-price|short|ancientEgypt,3.5,Aswan
1898,Luxor Shore Excursion Tour From Safaga Port,trip|high-price|short|cruise|ancientEgypt,3,Cairo
1899,4-Hour Quad Bike Tour around Giza Pyramids from Cairo,trip|moderate-price|short|safari|ride,3,Cairo
1900,White Desert and Bahariya Oasis overnight,trip|moderate-price|long|safari|ride,3.5,Fayoum
1901,Nile River Dinner Cruise in Cairo,trip|moderate-price|short|cruise,3,Cairo
1902,One Week CAIRO Combined With Nile Cruise 4 Stars Accommodation,trip|high-price|long|cruise|ancientEgypt,4,Cairo
1903,Private tour to Abu Simbel from Aswan by Car or Minibus,trip|low-price|short|ancientEgypt|cruise,3.5,Aswan
1904,Four Nights Nile Cruise from Luxor to Aswan,trip|high-price|long|cruise,3,Luxor
1905,Guided tour to Alexandria from Cairo,trip|low-price|short|sea,4.5,Cairo
1906,"2-Days Tour to Giza pyramids, Saqqara, Egyptian Museum, Felucca Sailing, Dinner Cruise, Sound and Light Show, Khan El Khalili, old cairo",trip|moderate-price|long|ancientEgypt,4,Cairo
1907,Private Tour: Memphis and Sakkara,trip|moderate-price|short|ancientEgypt,3.5,Luxor
1908,Red Sea Snorkeling,trip|low-price|short|snorkling,4,Sharm
1909,Archaeological Alexandria Experience,trip|moderate-price|short|sea,4,Alexandria
1910,Private Nile Cruise with Dinner and Folk Show from Cairo,trip|low-price|short|cruise,3.5,Cairo
1911,Over day to Alexandria from Cairo ( private Tour ),trip|moderate-price|short|sea,4,Cairo
1912,sufi dance in Islamic Cairo,trip|low-price|short,3.5,Cairo
1913,Swim with Dolphins Tour Hurghada,trip|moderate-price|short|diving|snorkling,4,Hurghada
1914,"Cairo Day Tour Egyptian Museum, Citadel, and Khan al-Khalil Bazaar with Lunch",trip|low-price|short|ancientEgypt,4,Cairo
1915,Luxor full day tour,trip|moderate-price|fullday|ancientEgypt,3.5,Luxor
1916,"Day Tour of Egyptian Museum, Old Cairo and Khan El Khalili Bazaar in Cairo",trip|moderate-price|long|ancientEgypt,4,Cairo
1917,"4-Night, 5-Star Nile Cruise from Luxor to Aswan",trip|high-price|long|cruise,4,Luxor
1918,From Luxor to Aswan 5 Day 5 Star Nile Cruise Guided Tours,trip|high-price|long|cruise,3.5,Luxor
1919,Overnight Desert Safari Dubai- Experience Magical Arabian Night in Dubai Sahara,trip|moderate-price|short|safari|ride,4.5,Dahab
1920,Shore Excursion Private Tour: Hurghada City Sightseeing from Safaga Port,trip|moderate-price|fullday|snorkling,3,Hurghada
1921,Private Day Tour in Cairo (Pyramids & Museum & Khan el khalili),trip|moderate-price|short|ancientEgypt,4,Cairo
1922,Sharm El Sheikh to Taba Private Transfer,trip|moderate-price|short|ride,2,Sharm
1923,2 guided days In Cairo Giza Sakkara and Memphis,trip|low-price|long|ancientEgypt,3,Cairo
1924,Luxor Museum and Mummification Museum Private Half-Day Tour,trip|low-price|short|ancientEgypt,2.5,Luxor
1925,Private Day Tour: East and West Banks of Luxor,trip|low-price|short|cruise,2.5,Luxor
1926,Full Day Tour to Luxor Monuments King Tut's Tomb Valley of the Kings Karnak and Luxor Temples Queen Hatshepsut Temple,trip|moderate-price|short|ancientEgypt,4,Luxor
1927,Luxury Hot Air Balloon Ridding in Luxor,trip|low-price|short|ride|parsailing,4,Luxor
1928,Snorkeling at Mahmya Island from Hurghada in Egypt,trip|moderate-price|short|snorkling,4.5,Hurghada
1929,"Private Tour: Valley of the Kings, Queen Hatshepsut Temple, Luxor and Karnak Temples from Luxor Airport",trip|moderate-price|short|ancientEgypt,4,Luxor
1930,Luxury Aswan to Luxor Nile cruise 4 days,trip|high-price|long|cruise,3.5,Cairo
1931,Old Cairo Highlights Private Tour with Lunch,trip|moderate-price|short,3,Cairo
1932,04 Days Nile Cruise from Aswan to Luxor,trip|high-price|long|cruise,3.5,Aswan
1933,Sinbad Submarine Under The Red Sea,trip|moderate-price|short|submarine,3.5,Sharm
1934,Hurghada: Full-Day Scuba Diving Adventure Tour with Lunch,trip|low-price|fullday|diving,4,Hurghada
1935,"Private Tour: Valley of the Kings, Queen Hatshepsut, Luxor and Karnak Temples",trip|moderate-price|short|ancientEgypt,3.5,Luxor
1936,half-day Saint Simon monastery and miracle of Moqqatam mountain with Coptic Cairo,trip|low-price|short|climb,4,Dahab
1937,Snorkeling day trip in Red Sea by boat from Hurghada,trip|low-price|short|snorkling,5,Hurghada
1938,Discover Alexandria With a Private Guide,trip|moderate-price|short|sea,4,Alexandria
1939,Cairo Highlights in One Day,trip|low-price|short,3.5,Cairo
1940,"Half-day Churches of Cairo Tour with Cave Church, Coptic Cairo, Hanging Church",trip|low-price|short|ancientEgypt,3,Cairo
1941,Camel or Horse Sunset Safari from Giza with Dinner,trip|low-price|short|safari|ride,4,Cairo
1942,"Half-Day trip to Giza Pyramids, Sphinx, Valley Temple with Camel Ride",trip|low-price|short|ancientEgypt,3.5,Cairo
1943,"Cairo Private Day Tour: Egyptian Museum, Citadel, and Khan al-Khalil Bazaar with Lunch on Nile Island",trip|low-price|short|ancientEgypt,3,Cairo
1944,Hot air Balloon The life trip in Luxor Egypt,trip|moderate-price|short|ride|parsailing,3.5,Luxor
1945,"Private Full Day Tour to Giza Pyramids, Sphinx, Citadel and Old Cairo",trip|low-price|fullDay|ancientEgypt,4,Cairo
1946,Private Guided Half-Day Tour: Egyptian Museum in Cairo,trip|low-price|short|ancientEgypt,4,Cairo
1947,"Private Tour: Giza Pyramids, Sphinx and Valley Temple with Lunch from Cairo",trip|low-price|short|safari|ride,4.5,Cairo
1948,Desert Safari by Quad Bike Around Pyramids,trip|low-price|short|safari|ride,4,Cairo
1949,Cairo: Old Coptic City Tour,trip|low-price|short|ancientEgypt,3.5,Cairo
1950,Day-Tour to the Red Sea from Cairo,trip|moderate-price|short|sea|snorkling,3,Cairo
1951,5-Day Nile River Cruise from Luxor to Aswan with Optional Private Guide,trip|high-price|long|cruise,4,Luxor
1952,Luxor Nile River Private Felucca Ride at Sunset,trip|low-price|short|cruise,4.5,Luxor
1953,A Day Tour to Cairo group price,trip|moderate-price|short,3,Cairo
1954,Transfer from Cairo Airport to Hotel in cairo or Giza,trip|low-price|fullday|ride,2.5,Cairo
1955,Tour To Abu Simbel Temple From Aswan,trip|low-price|short|ancientEgypt,3,Aswan
1956,Private Guided Tour to Valley of the Kings,trip|low-price|short|ancientEgypt,2.5,Luxor
1957,Full Day Tour of Luxor West Bank,trip|moderate-price|short|ancientEgypt,2,Luxor
1958,Hurghada Daily Scuba Dive trip,trip|low-price|short|diving,4,Hurghada
1959,Luxor Archaeology Tour-Visit Valley of the Kings & Karank & Luxor Temples & More,trip|moderate-price|short|ancientEgypt,3,Luxor
1960,Tour to Wadi El Natroun Monastery from Cairo,trip|moderate-price|short|ancientEgypt,3,Cairo
1961,abu simbel tour from luxor hotel or cruise,trip|moderate-price|short|ancientEgypt|cruise,3.5,Luxor
1962,Luxor Day Tour from Cairo by Flight,trip|high-price|short|ancientEgypt,3,Luxor
1963,8-Hour Private Guided City Tour of Cairo,trip|low-price|short,2.5,Cairo
1964,"Dolphin House Boat trip includes snorkeling, lunch and transfers.",trip|low-price|short|snorkling|sea|ride,4,Dahab
1965,Private Arrival Transfer: Cairo International Airport to Giza or Cairo Hotel,trip|low-price|short,2,Cairo
1966,Private Customizable Day Tour to Alexandria from Cairo,trip|moderate-price|short|sea,4.5,Alexandria
1967,private day tour TO SAKKARA MEMPHIS DAHSHUR,trip|low-price|short|ancientEgypt,3.5,Cairo
1968,"Full day tour to Giza pyramids,Sakkara pyramids&Memphis,Include Lunch&Camel ride",trip|low-price|short|ancientEgypt,4,Cairo
1969,Quad Biking in sharm Desert,trip|low-price|short|ride|safari,5,Sharm
1970,Day trip to Aswan from Luxor passing by Kom Ombo and Edfu Temples,trip|low-price|short|ancientEgypt,4.5,Luxor
1971,Private Full-Day Tour of Luxor From Hurghada,trip|moderate-price|short|ancientEgypt|cruise,3.5,Hurghada
1972,Grand Safari including Snorkeling at the Blue Hole and a Camel Ride along the Gulf of Aqaba,trip|low-price|short|snorkling|ride,4,Dahab
1973,Day-Tour to Giza pyramids with Camel riding Plus Egyptian Museum From Cairo,trip|low-price|short|ancientEgypt|safari,4.5,Cairo
1974,Private Alexandria Day Tour from Cairo,trip|low-price|short|sea,4,Cairo
